"sarga","sloka_number","meaning","rephrase_meaning","rephrase_meaningKn"
"1","11","Performing extra-ordinary deeds extolled in the councils of divine, the intimate companion of King Sugriva (Hanuman) saw Lord Narayana, the consort of Goddess Mahalakshmi embodied as Lord Ramachandra whose very sight sanctifies the universe.","Accomplishing remarkable feats praised in heavenly assemblies, the close ally of King Sugriva (Hanuman) beheld Lord Narayana, the spouse of Goddess Mahalakshmi, manifested as Lord Ramachandra, whose mere presence purifies the cosmos.","ಸ್ವರ್ಗೀಯ ಸಭೆಗಳಲ್ಲಿ ಪ್ರಶಂಸಿಸಲ್ಪಟ್ಟ ಗಮನಾರ್ಹ ಸಾಧನೆಗಳನ್ನು ಸಾಧಿಸಿದ, ರಾಜ ಸುಗ್ರೀವನ ಆಪ್ತ ಸಹಚರ (ಹನುಮಂತ), ಮಹಾಲಕ್ಷ್ಮಿಯ ಪತಿಯಾದ ಶ್ರೀ ನಾರಾಯಣನನ್ನು, ಶ್ರೀ ರಾಮಚಂದ್ರನಾಗಿ ಅವತರಿಸಿದ, ಯಾರ ಕೇವಲ ಉಪಸ್ಥಿತಿಯು ಬ್ರಹ್ಮಾಂಡವನ್ನು ಪರಿಶುದ್ಧಗೊಳಿಸುತ್ತದೆ, ಅವರನ್ನು ನೋಡಿದರು."
"1","12","Hanuman, the monkey-chief bent with (the burden of) ardent devotion bowed to the charming feet of the primeval Person Lord Ramachandra who with great love raised him up with his soft, lovely arms.","Hanuman, the chief among monkeys, humbled by (the weight of) fervent devotion, prostrated before the beautiful feet of the eternal Being, Lord Ramachandra, who lovingly lifted him with his tender, graceful arms.","ವಾನರರಲ್ಲಿ ಮುಖ್ಯರಾದ ಹನುಮಂತ, (ತೀವ್ರ) ಭಕ್ತಿಯ ಭಾರದಿಂದ ವಿನಮ್ರರಾಗಿ, ಶಾಶ್ವತ ಪುರುಷ ಶ್ರೀ ರಾಮಚಂದ್ರನ ಸುಂದರ ಪಾದಗಳಿಗೆ ಸಾಷ್ಟಾಂಗ ನಮಸ್ಕಾರ ಮಾಡಿದರು, ಅವರು ತಮ್ಮ ಕೋಮಲ, ಸುಂದರ ಹಸ್ತಗಳಿಂದ ಅವರನ್ನು ಪ್ರೀತಿಯಿಂದ ಎತ್ತಿದರು."
"1","13","Lord Ramachandra, the rival of the demon Madhu, who rent the row of (seven) Sal trees (with a single arrow) never unriven by others and slayed valorous Vali, the son of Indra (with one pointed missile) greatly gladdened Sugriva, the son of the Sun (by coronating him) and sent the valiant Hanuman in search of Sita-Akrati (form) realizing his precious qualities.","Lord Ramachandra, the enemy of demon Madhu, who split the line of (seven) Sal trees (with one arrow) that no others could pierce and defeated the mighty Vali, son of Indra (with a single arrow), brought immense joy to Sugriva, offspring of the Sun (by installing him as king), and dispatched the courageous Hanuman to seek Sita-Akrati (the form), recognizing his exceptional abilities.","ರಾಕ್ಷಸ ಮಧುವಿನ ಶತ್ರು, (ಒಂದೇ ಬಾಣದಿಂದ) (ಏಳು) ಸಾಲ ಮರಗಳ ಸಾಲನ್ನು ವಿಭಜಿಸಿದ, ಇತರರು ಚುಚ್ಚಲು ಸಾಧ್ಯವಿಲ್ಲ, ಮತ್ತು ಇಂದ್ರನ ಮಗ (ಒಂದೇ ಬಾಣದಿಂದ) ಪರಾಕ್ರಮಿ ವಾಲಿಯನ್ನು ಸೋಲಿಸಿದ ಶ್ರೀ ರಾಮಚಂದ್ರನು, ಸೂರ್ಯನ ಸಂತಾನ ಸುಗ್ರೀವನಿಗೆ ಅಪಾರ ಆನಂದವನ್ನು ತಂದರು (ಅವರನ್ನು ರಾಜನಾಗಿ ಸ್ಥಾಪಿಸುವ ಮೂಲಕ), ಮತ್ತು ಅವರ ಅಸಾಧಾರಣ ಸಾಮರ್ಥ್ಯಗಳನ್ನು ಗುರುತಿಸಿ, ಸೀತಾ-ಆಕೃತಿಯನ್ನು (ರೂಪ) ಹುಡುಕಲು ಧೈರ್ಯಶಾಲಿ ಹನುಮಂತನನ್ನು ಕಳುಹಿಸಿದರು."
"1","14","[This verse admits two meanings] - Lord Ramachandra, proficient in warfare sent lustrous Hanuman, the terror of foes and the friend of the virtuous calling him close to the ear (to impart a secret message), in search of Sita: Resplendent Hanuman resembled a radian sharp arrow released by Lord Ramachandra in full force (pulling the bow-string to his ear) dreadful to the rivals but defending the righteous.","[This verse carries dual meaning] - Lord Ramachandra, skilled in combat, sent radiant Hanuman, who strikes fear in enemies yet befriends the noble, drawing him near to his ear (to convey a confidential instruction), to search for Sita: Brilliant Hanuman appeared like a blazing keen arrow shot by Lord Ramachandra with maximum strength (drawing the bowstring to his ear), terrifying to foes yet protecting the righteous.","[ಈ ಶ್ಲೋಕವು ದ್ವಿವಿಧ ಅರ್ಥವನ್ನು ಹೊಂದಿದೆ] - ಯುದ್ಧದಲ್ಲಿ ನಿಪುಣರಾದ ಶ್ರೀ ರಾಮಚಂದ್ರನು, ಶತ್ರುಗಳಿಗೆ ಭಯವನ್ನುಂಟು ಮಾಡುವ ಆದರೆ ಸದ್ಗುಣಿಗಳಿಗೆ ಸ್ನೇಹಿತನಾದ, ಪ್ರಕಾಶಮಾನ ಹನುಮಂತನನ್ನು ಸೀತೆಯನ್ನು ಹುಡುಕಲು ತನ್ನ ಕಿವಿಯ ಹತ್ತಿರಕ್ಕೆ ಸೆಳೆದುಕೊಂಡು (ಗೌಪ್ಯ ಸೂಚನೆಯನ್ನು ತಿಳಿಸಲು) ಕಳುಹಿಸಿದರು: ಪ್ರಕಾಶಮಾನ ಹನುಮಂತನು, ಶ್ರೀ ರಾಮಚಂದ್ರನು ಗರಿಷ್ಠ ಶಕ್ತಿಯಿಂದ (ಬಿಲ್ಲಿನ ತಂತಿಯನ್ನು ಕಿವಿಗೆ ಎಳೆದು) ಹಾರಿಸಿದ ಪ್ರಜ್ವಲಿಸುವ ತೀಕ್ಷ್ಣ ಬಾಣದಂತೆ ಕಾಣಿಸಿದನು, ಶತ್ರುಗಳಿಗೆ ಭಯಂಕರನಾದರೂ ಸದ್ಗುಣಿಗಳನ್ನು ರಕ್ಷಿಸುವವನು."
"1","15","Hanuman with his honeyed words made the Sita (form) intensely happy (by delivering the sweet message) and singing the horde of demons with the fire in his tail and crossing the sea, bowed to the benevolent feet of Lord Ramachandra like a new water-laden cloud cheering the herbs with its showers, burning the thickets with its lightening and moving across the ocean softened in the sky. Oh, how wonderful!","Hanuman with his sweet speech brought great happiness to Sita (the embodiment) (by conveying the tender message) and scorching the demon hordes with flames from his tail and traversing the ocean, prostrated at the gracious feet of Lord Ramachandra like a fresh rain-bearing cloud that nurtures plants with its downpour, incinerates brush with its lightning and glides across the sea calmed in the heavens. Oh, how marvelous!","ಹನುಮಂತನು ತನ್ನ ಮಧುರ ಭಾಷಣದಿಂದ ಸೀತೆಗೆ (ಸಾಕಾರ) (ಕೋಮಲ ಸಂದೇಶವನ್ನು ತಿಳಿಸುವ ಮೂಲಕ) ಮಹಾ ಸಂತೋಷವನ್ನು ತಂದನು ಮತ್ತು ತನ್ನ ಬಾಲದಿಂದ ಬೆಂಕಿಯಿಂದ ರಾಕ್ಷಸ ಸೈನ್ಯವನ್ನು ದಹಿಸಿ ಮತ್ತು ಸಾಗರವನ್ನು ದಾಟಿ, ಶ್ರೀ ರಾಮಚಂದ್ರನ ಕೃಪಾಪೂರ್ಣ ಪಾದಗಳಿಗೆ ಸಾಷ್ಟಾಂಗ ನಮಸ್ಕರಿಸಿದನು, ತಾಜಾ ಮಳೆ ಮೋಡದಂತೆ ತನ್ನ ವರ್ಷದಿಂದ ಸಸ್ಯಗಳನ್ನು ಪೋಷಿಸುತ್ತದೆ, ತನ್ನ ಮಿಂಚಿನಿಂದ ಪೊದೆಗಳನ್ನು ಸುಡುತ್ತದೆ ಮತ್ತು ಆಕಾಶದಲ್ಲಿ ಶಾಂತವಾದ ಸಮುದ್ರದ ಮೇಲೆ ಜಾರುತ್ತದೆ. ಓಹ್, ಎಂತಹ ಅದ್ಭುತ!"
"1","16","It is indeed surprising in the three worlds that Hanuman, valiant in deeds, impartial in judgement (flying without wings), a born bachelor (not given to the pleasures of senses) who bore Lord Ramachandra (the bearer of Brahmanda) and Lakshmana on his arms vanquished Garuda, who flies with wings, subsists on serpents and carries only Lord Ramachandra (not Lakshmana) on his shoulders, in speed and valour.","It is truly remarkable across the three realms that Hanuman, mighty in action, unbiased in wisdom (soaring without wings), eternally celibate (detached from sensory pleasures), who carried both Lord Ramachandra (the supporter of the universe) and Lakshmana on his shoulders, surpassed Garuda, who travels with wings, feeds on snakes and bears only Lord Ramachandra (excluding Lakshmana) on his back, in swiftness and strength.","ಕ್ರಿಯೆಯಲ್ಲಿ ಪರಾಕ್ರಮಿ, ಜ್ಞಾನದಲ್ಲಿ ನಿಷ್ಪಕ್ಷಪಾತ (ರೆಕ್ಕೆಗಳಿಲ್ಲದೆ ಹಾರುವ), ಶಾಶ್ವತ ಬ್ರಹ್ಮಚಾರಿ (ಇಂದ್ರಿಯ ಸುಖಗಳಿಂದ ಅನಾಸಕ್ತ), ಶ್ರೀ ರಾಮಚಂದ್ರ (ಬ್ರಹ್ಮಾಂಡದ ಆಧಾರ) ಮತ್ತು ಲಕ್ಷ್ಮಣ ಇಬ್ಬರನ್ನೂ ತಮ್ಮ ಭುಜಗಳ ಮೇಲೆ ಹೊತ್ತ ಹನುಮಂತನು, ರೆಕ್ಕೆಗಳೊಂದಿಗೆ ಪ್ರಯಾಣಿಸುವ, ಸರ್ಪಗಳನ್ನು ತಿನ್ನುವ ಮತ್ತು ಕೇವಲ ಶ್ರೀ ರಾಮಚಂದ್ರನನ್ನು ಮಾತ್ರ (ಲಕ್ಷ್ಮಣನನ್ನು ಹೊರತುಪಡಿಸಿ) ತನ್ನ ಬೆನ್ನಿನ ಮೇಲೆ ಹೊತ್ತ ಗರುಡನನ್ನು, ವೇಗ ಮತ್ತು ಶಕ್ತಿಯಲ್ಲಿ ಮೀರಿಸಿದನು, ಇದು ಮೂರು ಲೋಕಗಳಲ್ಲಿ ನಿಜವಾಗಿಯೂ ಗಮನಾರ್ಹವಾಗಿದೆ."
"1","17","This Hanuman built a bridge on the sea that quaked with the sportive movement of the eyebrows of Lord Ramachandra, the foremost of the Raghu race and gave a big blow (on the chest of Ravana) with his firm fist, as a condign reply for cruelty threatening Goddess Sita.","This same Hanuman constructed a causeway across the ocean that trembled at the playful raising of Lord Ramachandra's eyebrows, the greatest of the Raghu dynasty, and delivered a mighty strike (upon Ravana's chest) with his powerful fist, as fitting retribution for the evil of menacing Goddess Sita.","ಈ ಅದೇ ಹನುಮಂತನು ರಘುವಂಶದಲ್ಲಿ ಶ್ರೇಷ್ಠರಾದ ಶ್ರೀ ರಾಮಚಂದ್ರನ ಹುಬ್ಬುಗಳ ತಮಾಷೆಯ ಎತ್ತುವಿಕೆಗೆ ನಡುಗಿದ ಸಾಗರದ ಮೇಲೆ ಸೇತುವೆಯನ್ನು ನಿರ್ಮಿಸಿದನು, ಮತ್ತು ಸೀತಾ ದೇವಿಯನ್ನು ಬೆದರಿಸುವ ದುಷ್ಟತನಕ್ಕೆ ಸೂಕ್ತವಾದ ಪ್ರತೀಕಾರವಾಗಿ, ತನ್ನ ಶಕ್ತಿಶಾಲಿ ಮುಷ್ಟಿಯಿಂದ (ರಾವಣನ ಎದೆಯ ಮೇಲೆ) ಪ್ರಬಲ ಹೊಡೆತವನ್ನು ನೀಡಿದನು."
"1","18","Hanuman was the Adhvaryu (the officiating priest) in the blazing sacrifice of war burning bright with the fire (anger of Lord Ramachandra), Sugriva the Yajamana (patron) and Lakshmana the Pratisprastatru (Rutvik).","Hanuman served as the Adhvaryu (the chief priest) in the fierce ritual of battle that blazed intensely with the flames (of Lord Ramachandra's wrath), with Sugriva as the Yajamana (sponsor) and Lakshmana as the Pratisprastatru (assistant priest).","ಹನುಮಂತನು (ಶ್ರೀ ರಾಮಚಂದ್ರನ ಕ್ರೋಧದ) ಜ್ವಾಲೆಗಳಿಂದ ತೀವ್ರವಾಗಿ ಪ್ರಜ್ವಲಿಸಿದ ಘೋರ ಯುದ್ಧದ ಯಜ್ಞದಲ್ಲಿ ಅಧ್ವರ್ಯು (ಮುಖ್ಯ ಯಾಜಕ) ಆಗಿ ಸೇವೆ ಸಲ್ಲಿಸಿದನು, ಸುಗ್ರೀವನು ಯಜಮಾನನಾಗಿ (ಪ್ರಾಯೋಜಕ) ಮತ್ತು ಲಕ್ಷ್ಮಣನು ಪ್ರತಿಸ್ಪ್ರಸ್ತಾತ್ರು (ಸಹಾಯಕ ಯಾಜಕ) ಆಗಿದ್ದರು."
"1","19","The fatigue felt in picking and conveying flowers to Lord Ramachandra with his two hands for his worship was not experienced by the indefatigable Hanuman when he extirpated and carried the majestic Gandhamadhana mountain (fifty thousand miles distant) on one arm.","The weariness experienced when gathering and bringing flowers with both hands for worshipping Lord Ramachandra was never felt by the tireless Hanuman when he uprooted and transported the magnificent Gandhamadhana mountain (located fifty thousand miles away) using just one arm.","ಶ್ರೀ ರಾಮಚಂದ್ರನನ್ನು ಪೂಜಿಸಲು ಎರಡೂ ಕೈಗಳಿಂದ ಹೂವುಗಳನ್ನು ಸಂಗ್ರಹಿಸಿ ತರುವಾಗ ಅನುಭವಿಸುವ ಆಯಾಸವನ್ನು ಅವಿರತ ಹನುಮಂತನು ಕೇವಲ ಒಂದೇ ತೋಳಿನಿಂದ (ಐವತ್ತು ಸಾವಿರ ಮೈಲುಗಳ ದೂರದಲ್ಲಿರುವ) ಭವ್ಯವಾದ ಗಂಧಮಾದನ ಪರ್ವತವನ್ನು ಬೇರುಸಹಿತ ಕಿತ್ತು ಸಾಗಿಸಿದಾಗ ಎಂದಿಗೂ ಅನುಭವಿಸಲಿಲ್ಲ."
"1","20","Hanuman followed the Supreme Person, Lord Ramachandra (to Ayodhya) who put to death his dread foes Ravana and his ilk and was accompanied by Goddess Sita, the daughter of the king Janaka after her miraculous chastity-test by her (willing) entry into fire yet coming out unscathed, sparkling like a purified golden necklace.","Hanuman accompanied the Supreme Being, Lord Ramachandra (to Ayodhya), who had vanquished his fearsome enemies Ravana and his followers, along with Goddess Sita, daughter of King Janaka, following her wondrous purity trial through her (voluntary) entrance into flames and emerging unharmed, glowing like refined gold ornaments.","ಹನುಮಂತನು ಪರಮಾತ್ಮ ಶ್ರೀ ರಾಮಚಂದ್ರನನ್ನು (ಅಯೋಧ್ಯೆಗೆ) ಜತೆಗೂಡಿಸಿದನು, ಅವರು ತಮ್ಮ ಭಯಾನಕ ಶತ್ರುಗಳಾದ ರಾವಣ ಮತ್ತು ಅವನ ಅನುಯಾಯಿಗಳನ್ನು ಸೋಲಿಸಿದ್ದರು, ಜನಕ ರಾಜನ ಪುತ್ರಿ ಸೀತೆಯೊಂದಿಗೆ, ಅವಳ ಅದ್ಭುತವಾದ ಪರಿಶುದ್ಧತೆಯ ಪರೀಕ್ಷೆಯ ನಂತರ, ಅವಳು (ಸ್ವಇಚ್ಛೆಯಿಂದ) ಬೆಂಕಿಯೊಳಗೆ ಪ್ರವೇಶಿಸಿ ಮತ್ತು ಗಾಯವಾಗದೆ ಹೊರಹೊಮ್ಮಿ, ಶುದ್ಧ ಚಿನ್ನದ ಆಭರಣಗಳಂತೆ ಹೊಳೆಯುತ್ತಿದ್ದಳು."
"1","21","Hanuman served with devout devotion this embodiment of Lord Narayana, (Lord Ramachandra) with his lustrous blue colour, fascinating (lotus-like) eyes and pleasing smile, with long arms and imposing gait like that of the elephant-king Airavata, whose very sight brings good luck in diverse ways.","Hanuman attended with faithful dedication this manifestation of Lord Narayana (Lord Ramachandra) possessing brilliant blue complexion, captivating (lotus-like) eyes and delightful smile, with lengthy arms and majestic stride resembling that of Airavata the elephant king, whose very presence bestows fortune in countless forms.","ಹನುಮಂತನು ಶ್ರೀ ನಾರಾಯಣನ ಈ ಅವತಾರವನ್ನು (ಶ್ರೀ ರಾಮಚಂದ್ರ) ನಿಷ್ಠೆಯಿಂದ ಸೇವಿಸಿದನು, ಅವರು ಹೊಳೆಯುವ ನೀಲ ವರ್ಣ, ಮೋಹಕವಾದ (ಕಮಲದಂತಹ) ಕಣ್ಣುಗಳು ಮತ್ತು ಆನಂದಕರ ಸ್ಮಿತ, ದೀರ್ಘ ಭುಜಗಳು ಮತ್ತು ಐರಾವತ ಗಜರಾಜನ ನಡಿಗೆಯನ್ನು ಹೋಲುವ ಭವ್ಯ ಗಮನ, ಯಾರ ಕೇವಲ ಉಪಸ್ಥಿತಿಯು ಲೆಕ್ಕವಿಲ್ಲದ ರೂಪಗಳಲ್ಲಿ ಐಶ್ವರ್ಯವನ್ನು ದಯಪಾಲಿಸುತ್ತದೆ."
"1","22","After Lord Ramachandra was coronated as king of Ayodhya, Goddess Sita under the pretext of presenting a precious pearl-necklace to Hanuman with the mandate of her consort to dower it to their dearest devotee, blessed Hanuman with ever-lasting mercy.","Following Lord Ramachandra's coronation as ruler of Ayodhya, Goddess Sita, under the guise of gifting a valuable pearl necklace to Hanuman with her husband's instruction to present it to their most cherished devotee, bestowed upon Hanuman eternal grace.","ಶ್ರೀ ರಾಮಚಂದ್ರನ ಅಯೋಧ್ಯೆಯ ರಾಜನಾಗಿ ಪಟ್ಟಾಭಿಷೇಕದ ನಂತರ, ಸೀತಾ ದೇವಿ, ತನ್ನ ಪತಿಯ ಸೂಚನೆಯೊಂದಿಗೆ ಹನುಮಂತನಿಗೆ ಅಮೂಲ್ಯವಾದ ಮುತ್ತಿನ ಹಾರವನ್ನು ಅವರ ಅತ್ಯಂತ ಪ್ರಿಯ ಭಕ್ತನಿಗೆ ಉಡುಗೊರೆಯಾಗಿ ನೀಡುವ ನೆಪದಲ್ಲಿ, ಹನುಮಂತನಿಗೆ ಶಾಶ್ವತ ಕೃಪೆಯನ್ನು ದಯಪಾಲಿಸಿದಳು."
"1","23","Lord Ramachandra intensely pleased with the unstinted service and unflinching devotion of Hanuman, with a heart overwhelmed with deep affection, with eyes overflowing with mercy lauded him with sweet (nectarlike) words placing his blessed hand on his head and granted him (the highest boon) Sahabhoga (‘a consummation devoutly to be wished’).","Lord Ramachandra, deeply satisfied with Hanuman's boundless service and steadfast devotion, with a heart filled with profound love and eyes brimming with compassion, praised him using tender (nectar-sweet) expressions while placing his sacred hand upon his head and granted him (the supreme blessing) Sahabhoga ('the ultimate fulfillment').","ಶ್ರೀ ರಾಮಚಂದ್ರನು, ಮಧು ಶತ್ರು, ಹನುಮಂತನ ಅಪಾರ ಸೇವೆ ಮತ್ತು ದೃಢವಾದ ಭಕ್ತಿಯಿಂದ ಅತ್ಯಂತ ತೃಪ್ತನಾದನು, ಗಾಢ ಪ್ರೀತಿಯಿಂದ ತುಂಬಿದ ಹೃದಯ ಮತ್ತು ಕರುಣೆಯಿಂದ ತುಂಬಿದ ಕಣ್ಣುಗಳೊಂದಿಗೆ, ಅವನನ್ನು ಕೋಮಲ (ಅಮೃತ-ಮಧುರ) ಪದಗಳಿಂದ ಹೊಗಳಿದನು, ತನ್ನ ಪವಿತ್ರ ಹಸ್ತವನ್ನು ಅವನ ತಲೆಯ ಮೇಲೆ ಇಟ್ಟು ಅವನಿಗೆ (ಪರಮ ಆಶೀರ್ವಾದ) ಸಹಭೋಗವನ್ನು ('ಪರಮ ಪೂರ್ಣತೆ') ದಯಪಾಲಿಸಿದನು."
"1","24","There was none other than Hanuman who was so dear to Rama, nor anything scarce in the realm of Ramachandra; even then Hanuman craved not for earthly pleasures but earnestly sought an ardent attachment to His blissful feet: Really Hanuman is renunciation personified.","No one was more beloved to Rama than Hanuman, nor was anything lacking in Ramachandra's kingdom; yet Hanuman desired no worldly comforts but earnestly longed for deep attachment to His joyful feet: Truly Hanuman embodies complete renunciation.","ಹನುಮಂತನಿಗಿಂತ ರಾಮನಿಗೆ ಹೆಚ್ಚು ಪ್ರಿಯವಾದವರು ಯಾರೂ ಇರಲಿಲ್ಲ, ಅಥವಾ ರಾಮಚಂದ್ರನ ರಾಜ್ಯದಲ್ಲಿ ಯಾವುದೂ ಕೊರತೆಯಿರಲಿಲ್ಲ; ಆದರೂ ಹನುಮಂತನು ಯಾವುದೇ ಲೌಕಿಕ ಸೌಕರ್ಯಗಳನ್ನು ಬಯಸಲಿಲ್ಲ ಆದರೆ ಅವನ ಆನಂದಮಯ ಪಾದಗಳಲ್ಲಿ ಗಾಢ ಆಸಕ್ತಿಯನ್ನು ಪ್ರಾಮಾಣಿಕವಾಗಿ ಬಯಸಿದನು: ನಿಜವಾಗಿಯೂ ಹನುಮಂತನು ಸಂಪೂರ್ಣ ವೈರಾಗ್ಯದ ಸಾಕಾರವಾಗಿದ್ದಾನೆ."
"1","25","‘Oh Lord; accept my respectful salutations: oh master; I reverently bow to your feet time and again: what a pleasure to kneel before you?’so exclaimed Hanuman in ecstasy.","'O Lord, receive my humble salutations; O master, I bow before your feet repeatedly; what bliss to prostrate before you!'—thus declared Hanuman in rapture.","'ಓ ಪ್ರಭು, ನನ್ನ ವಿನಯಪೂರ್ಣ ನಮಸ್ಕಾರಗಳನ್ನು ಸ್ವೀಕರಿಸಿ; ಓ ಸ್ವಾಮಿ, ನಾನು ನಿಮ್ಮ ಪಾದಗಳಿಗೆ ಪುನಃ ಪುನಃ ನಮಿಸುತ್ತೇನೆ; ನಿಮ್ಮ ಮುಂದೆ ಸಾಷ್ಟಾಂಗ ನಮಸ್ಕರಿಸುವುದು ಎಂತಹ ಆನಂದ!'—ಹೀಗೆ ಹನುಮಂತನು ಭಾವೋತ್ಕಟತೆಯಿಂದ ಘೋಷಿಸಿದನು."
"1","26","Who can depict the paramount grace of Lord Ramachandra the consort of Goddess Sita that rained on Hanuman the foremost of the monkeys? While departing to Vaikunta, leaving the earth, He gave Himself (remained with him in one Rupa) (Form) to his devout disciple for his daily worship.","Who could describe the supreme benevolence of Lord Ramachandra, husband of Goddess Sita, that showered upon Hanuman, the greatest among monkeys? When departing to Vaikunta, leaving the earthly realm, He bestowed Himself (remained present in one Form) upon his faithful disciple for perpetual worship.","ಸೀತಾ ದೇವಿಯ ಪತಿಯಾದ ಶ್ರೀ ರಾಮಚಂದ್ರನ ಪರಮ ಕರುಣೆಯನ್ನು ಯಾರು ವರ್ಣಿಸಬಲ್ಲರು, ಅದು ವಾನರರಲ್ಲಿ ಶ್ರೇಷ್ಠನಾದ ಹನುಮಂತನ ಮೇಲೆ ಸುರಿಯಿತು? ವೈಕುಂಠಕ್ಕೆ ಹೊರಡುವಾಗ, ಭೂಲೋಕವನ್ನು ತೊರೆದು, ಅವನು ತನ್ನ ನಿಷ್ಠಾವಂತ ಶಿಷ್ಯನಿಗೆ ತನ್ನನ್ನು (ಒಂದು ರೂಪದಲ್ಲಿ ಉಳಿದು) ಶಾಶ್ವತ ಆರಾಧನೆಗಾಗಿ ದಯಪಾಲಿಸಿದನು."
"1","27","This Hanuman, even now abides in Kimpurushakhanda respectly adoring Lord Ramachandra, the consort of Goddess Sita, deeply immersed in the sacred recital of his life-glories that enable the earnest devotees to secure their innate bliss.","This same Hanuman continues to dwell in Kimpurushakhanda, reverently worshipping Lord Ramachandra, spouse of Goddess Sita, completely absorbed in the holy recitation of his divine deeds that allow sincere devotees to attain their inherent joy.","ಈ ಅದೇ ಹನುಮಂತನು ಕಿಂಪುರುಷಖಂಡದಲ್ಲಿ ವಾಸಿಸುವುದನ್ನು ಮುಂದುವರಿಸುತ್ತಾನೆ, ಸೀತಾ ದೇವಿಯ ಪತಿಯಾದ ಶ್ರೀ ರಾಮಚಂದ್ರನನ್ನು ಭಕ್ತಿಯಿಂದ ಆರಾಧಿಸುತ್ತಾ, ಅವರ ದಿವ್ಯ ಕಾರ್ಯಗಳ ಪವಿತ್ರ ಪಠಣದಲ್ಲಿ ಸಂಪೂರ್ಣವಾಗಿ ಮುಳುಗಿದ್ದಾನೆ, ಅದು ಪ್ರಾಮಾಣಿಕ ಭಕ್ತರಿಗೆ ಅವರ ಸ್ವಾಭಾವಿಕ ಆನಂದವನ್ನು ಪಡೆಯಲು ಅನುವು ಮಾಡಿಕೊಡುತ್ತದೆ."
"1","28","Bhimsena proclaimed by the wise to be the second incarnation of the same Lord Vayu (the first being Hanuman) was born to Kunti, the consort of Panduraja with the mere affectionate touch of Lord Vayu.","Bhimsena, recognized by the learned as the second manifestation of that same Lord Vayu (Hanuman being the first), was born to Kunti, wife of Panduraja, through the loving touch of Lord Vayu alone.","ಭೀಮಸೇನ, ಆ ಅದೇ ವಾಯು ದೇವರ (ಹನುಮಂತ ಮೊದಲನೆಯವರಾಗಿ) ಎರಡನೆಯ ಅವತಾರವೆಂದು ವಿದ್ವಾಂಸರಿಂದ ಗುರುತಿಸಲ್ಪಟ್ಟವನು, ಪಾಂಡುರಾಜನ ಪತ್ನಿ ಕುಂತಿಗೆ ವಾಯು ದೇವರ ಪ್ರೀತಿಯ ಸ್ಪರ್ಶದಿಂದ ಮಾತ್ರ ಜನಿಸಿದನು."
"1","29","It is really surprising that in days of yore, Devendra had to use deliberately his thunderbolt to prune the wings of the mountains because the child Bhimsena accidentally falling down from the hands of his mother Kunti on the (Shatasringa) mountain could cleave it with the mere contact of his body. (More powerful than Indra’s thunderbolt).","It is truly astonishing that in ancient times, Devendra needed to deliberately wield his thunderbolt to clip the wings of mountains, yet the infant Bhimsena, accidentally dropped from his mother Kunti's arms onto the (Shatasringa) mountain, could split it simply through bodily contact. (More potent than Indra's weapon).","ಪ್ರಾಚೀನ ಕಾಲದಲ್ಲಿ, ದೇವೇಂದ್ರನು ಪರ್ವತಗಳ ರೆಕ್ಕೆಗಳನ್ನು ಕತ್ತರಿಸಲು ತನ್ನ ವಜ್ರಾಯುಧವನ್ನು ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ ಚಲಾಯಿಸಬೇಕಾಗಿತ್ತು, ಆದರೆ ಶಿಶು ಭೀಮಸೇನನು, ತನ್ನ ತಾಯಿ ಕುಂತಿಯ ತೋಳುಗಳಿಂದ ಆಕಸ್ಮಿಕವಾಗಿ (ಶತಶೃಂಗ) ಪರ್ವತದ ಮೇಲೆ ಬಿದ್ದು, ಕೇವಲ ದೇಹದ ಸ್ಪರ್ಶದಿಂದ ಅದನ್ನು ವಿಭಜಿಸಬಲ್ಲನು, ಇದು ನಿಜವಾಗಿಯೂ ಆಶ್ಚರ್ಯಕರವಾಗಿದೆ. (ಇಂದ್ರನ ಆಯುಧಕ್ಕಿಂತ ಹೆಚ್ಚು ಶಕ್ತಿಶಾಲಿ)."
"1","30","In the bygone days Bhimasena seeing the princely lads wearied during their light games at Hastinapura, recollected with great curiosity his juvenile games when he sported with lions and slayed them too.","Long ago, Bhimasena observed the royal children exhausted from their simple games at Hastinapura and remembered with great interest his childhood pastimes when he played with lions and killed them as well.","ಬಹಳ ಹಿಂದೆ, ಭೀಮಸೇನನು ಹಸ್ತಿನಾಪುರದಲ್ಲಿ ತಮ್ಮ ಸರಳ ಆಟಗಳಿಂದ ದಣಿದ ರಾಜಕುಮಾರರನ್ನು ಗಮನಿಸಿ, ತಾನು ಸಿಂಹಗಳೊಂದಿಗೆ ಆಡುತ್ತಿದ್ದ ಮತ್ತು ಅವುಗಳನ್ನು ಕೊಂದ ತನ್ನ ಬಾಲ್ಯದ ಮನರಂಜನೆಗಳನ್ನು ಮಹಾ ಆಸಕ್ತಿಯಿಂದ ನೆನಪಿಸಿಕೊಂಡನು."
